Titulo,Autor,Genero,Descripcion
Cautiva del Dragón,['Annett Fürst'],"['Fantástico', 'Novela', 'Romántico']","Pero entonces soy secuestrada por un tipo, que le da la vuelta a mis ideas sobre lo que es ser sexy.En su mundo, me arroja a sus compinches. Dice que uno de estos rudos bárbaros será mi pareja y, además, que debo dar a luz a su hijo.Casi no puedo creerlo, pero mi palabra no cuenta para nada aquí.De repente, sin quererlo, empiezo a arder de pasión hacia mi captor, con sus músculos duros como el acero y él parece sentir lo mismo. Sin embargo, insiste en que debo cumplir las órdenes de otra persona y servir de máquina reproductora.Lo juro ¡Conmigo no!Los acontecimientos se descontrolan cuando mi nuevo hogar se ve sacudido por una guerra y a la vez, amenazado por desastres naturales.Cuando la situación llega a un punto crítico, este guerrero, el único al que daría mi alma en todo el universo, abre un camino completamente nuevo.Sé con certeza que podría ir con él. Pero ¿cambiará de opinión?Siempre mantiene su mano protectora sobre mí, pero no está dispuesto a hacer más que eso. ¿Cuándo se dará cuenta finalmente de que juntos podemos conseguir mucho más?Este planeta ajeno pronto dejará de ser el mismo y con el compañero adecuado a mi lado, podría desafiar todos los rigores de este duro mundo.Tengo que encontrar una nueva fuerza, porque mis antiguos valores ya no se aplican aquí.Y lo admita o no, pertenezco a este salvaje. Y sus acciones demuestran que, ha reconocido este hecho en lo más profundo de su ser."
El secreto de Wadi-as,['José María Espinar Mesa-Moles'],"['Histórico', 'Novela']","Reino de Garnata, año 1489. Don Alejandro de Vértebra es elegido por la reina católica para dirigir una operación de castigo en la medina de Wadi-as contra los seguidores del tenebroso y cruel Yahaya. Don Alejandro descubrirá que nada es lo que parece a su alrededor y que un pasado cargado de misterio condena al terror a una población inocente. El secreto de Wadi-as es una novela que eleva hasta niveles mitológicos a Guadix (Granada) y su comarca.José María Espinar rinde tributo a los clásicos firmando una obra donde el ritmo de los acontecimientos convive con la más cuidada ambientación. Estamos ante un texto cargado de aventura, honor, violencia, amistad y amor. Un libro lleno imaginación pero que respeta el marco histórico de un territorio único. Espinar nos ofrece un personaje que ocupará por méritos propios un lugar destacado entre los malvados recientes de la literatura española."
El fin de las certidumbres,['Ilya Prigogine'],"['Ciencias exactas', 'Ciencias naturales', 'Divulgación']","El Premio Nobel de Química, Ilya Prigogine, enfrenta el determinismo científico preguntándose si el futuro está dado o se encuentra en construcción permanente. Este dilema lleva a considerar el tiempo como variable fundamental de la realidad. Los intentos de aplicar el evolucionismo darwiniano al universo de la física introduce la noción del tiempo, pero entra en contradicción con la física newtoniana, que establece equivalencia entre pasado y futuro; de esta manera la flecha del tiempo se ha reducido a la fenomenología. Para Einstein, el tiempo era una ilusión. Sin embargo, el desarrollo de la física del no-equilibrio y la dinámica de los sistemas inestables nos lleva a la idea del caos y obliga a reafirmar la teoría del tiempo de Galileo y lo relaciona con la irreversibilidad.Esta obra se refiere al rompimiento entre pasado y futuro que afirma la física tradicional, mecánica y cuántica y la teoría de la relatividad. Cuando se incorpora la inestabilidad surgen las posibilidades. El fin de este libro es presentar los cambios habidos en la física y su efecto en la teoría general de la ciencia y la epistemología."
La información: historia y realidad,['James Gleick'],"['Ciencias exactas', 'Comunicación', 'Divulgación', 'Tecnología']","Vivimos en el mundo de la información y el conocimiento, pero, aunque manejamos cotidianamente móviles y ordenadores, no entendemos del todo lo que esto significa. En un libro ambicioso y apasionante, James Gleick comienza contándonos una historia que ha cambiado la naturaleza de la conciencia humana, desde los tambores africanos o la invención de la ordenación alfabética de las palabras hasta los avances más recientes de la tecnología informática. Examina después cómo se desarrollaron las ideas en que se ha basado este avance, llevándonos, dice el profesor Nunberg, «del demonio de Maxwell al teorema de Gödel, de los agujeros negros a los genes egoístas», explicando con claridad los más complejos principios, e ilustrándolos con las vidas de sus protagonistas, de Charles Babbage a Alan Turing o a Claude Shannon. Y concluye analizando lo que representa para nuestras vidas la agobiadora inundación de informaciones que nos rodea. Como ha dicho Josh Rothman, este es «un libro bellamente escrito y muy documentado que consigue sorprendernos continuamente»."
Los blancos y los azules,['Alexandre Dumas'],"['Histórico', 'Novela']","Después de más de 150 años de la única versión disponible (descatalogada y prácticamente imposible de conseguir), se reedita en español la primera novela de la Trilogía Napoleónica escrita por Alejandro Dumas: Los blancos y los azules. Publicado inicialmente por entregas, durante el año 1867, forma una trilogía cuya narrativa continúa con las obras Los compañeros de Jehú y El caballero de Sainte-Hermine.El autor nos ofrece una gruesa fracción de la historia de Francia, contándonos los hechos históricos ocurridos de diciembre de 1793 a agosto de 1799, donde Napoleón Bonaparte es un joven general que comienza a dar atisbos de su genio. Dumas nos transporta a Estrasburgo, amenazada por las tropas austro-prusianas, donde el joven Charles Nodier conoce a Eugène de Beauharnais, a Saint-Just y al general Pichegru; a París, donde un general que ya se ha distinguido al recuperar Tolón de manos de los ingleses salva a la Convención de la insurrección monárquica; a Bretaña, donde los Chouans de Cadoudal combaten a los republicanos; a la región de Bourg-en-Bresse, donde los compañeros de Jehú, dirigidos por el conde de Sainte-Hermine, roban el oro de la República para alimentar la rebelión; a Italia y luego en Egipto, desde donde Bonaparte navega hacia su destino imperial…"
El lenguaje olvidado,['Erich Fromm'],"['Ensayo', 'Psicología']","Introducción a la comprensión de los sueños, mitos y cuentos de hadasÚnico lenguaje común a toda la humanidad, los sueños comparten con los mitos su carácter universal. Independientes de la lógica que rige el pensamiento en la vigilia, a lo largo de la historia han sido interpretados de distintas maneras. Juzgados por algunos como mensajes de los dioses y por otros como acechanzas del demonio, a inicios del siglo XX, con el nacimiento del psicoanálisis, se convirtieron en objeto de estudio por la psicología y la medicina, abriendo insospechados horizontes al esclarecimiento y comprensión de la psique humana.Este libro está basado en las clases de un curso preliminar dedicado a postgraduados y estudiantes. Dirigido, también, a los estudiantes de psiquiatría y psicología y al público general interesado en esta materia, este libro es una perfecta introducción a la compresión del lenguaje simbólico de los sueños."
El trono del norte,['Pedro Urvi'],"['Fantástico', 'Juvenil', 'Novela']",La guerra se cierne sobre Norghana mientras el dragón inmortal planea conquistar Tremia. El rey Thoran de Norghana y el Rey Kendryk de Irinel buscan una alianza con el rey Caron de Zangria para atacar el Reino de Erenal. La Reina Druida mejora su magia y posición en la corte. ¿Sera una aliada o una enemiga implacable? Las panteras buscan recuperar las únicas armas que pueden matar a un dragón y esconder las perlas de plata del dragón inmortal al tiempo que buscan coronar a Egil como rey de Norghana. ¿Conseguirán las Panteras sus objetivos? ¿Sobrevivirán a las guerras y al dragón inmortal?
Los huérfanos,['Jorge Carrión'],"['Ciencia ficción', 'Novela']","Un grupo de supervivientes de la Tercera Guerra Mundial, procedentes de distintos puntos del planeta, lleva trece años aislado en un búnker de Pequín. Sus historias nos las cuenta Marcelo —narrador poco fiable obsesionado con memorizar el diccionario— a partir del día en que el loco y peligroso Anthony se escapa de su celda y atenta contra la armonía de la comunidad. Las miserias, las traiciones y los descubrimientos, en ese ambiente post-apocalíptico, se irán alternando con los informes que relatan cómo el fenómeno de la reanimación histórica fue conduciendo al colapso de la humanidad.Los huérfanos es un relato de ciencia-ficción profundamente humanista. Una asombrosa indagación en los peligros de la memoria histórica como instrumento político. Y una apuesta por la literatura entendida como ambición."
La habitación diecisiete,['Fran Barrero'],"['Novela', 'Policíaco']","¿Crees en fantasmas? Durante décadas se han producido asesinatos en la habitación diecisiete de un hotel en una localidad de la zona norte de Madrid, crímenes que no han sido resueltos por no haber testigos, grabaciones de cámaras ni pistas sobre los cuerpos. Todos se han archivado bajo la premisa de la existencia de un fantasma.Ahora el caso llega a Hugo Moretti y Esther Gallardo tras encontrarse a una pareja asesinada en el mismo lugar. Comienza la pesadilla de lidiar con la Guardia Civil, que tiene la jurisdicción.El lugar es sombrío y se encuentran al llegar con lo que parece el fantasma de un párroco fallecido años antes.¿Creer o no creer? Esa no debería ser la tarea de los investigadores.La familia que regenta el hotel parece esconder grandes secretos, así como muchos de los vecinos del pueblo. Las fiestas de verano, estas y las anteriores, han provocado muchas habladurías y ahora toca separar la verdad de los mitos. ¿Lograrán su objetivo en su tarea de solucionar casos imposibles o será la primera mácula en el expediente de Esther Gallardo?"
Primer amor,['Alejandro Gándara'],"['Novela', 'Otros', 'Realista']","¿Podemos amar después de que nos hayan roto el corazón? ¿Cuántas veces se puede alguien enamorar como la primera vez? ¿Se cierra con el tiempo la herida de ese amor? Esta novela, protagonizada por un joven que vive su primera pasión, aborda todas estas cuestiones: la violencia torrencial con la que llega el enamoramiento, la falta de recursos del individuo ante la experiencia, y la huella que deja en el resto de la existencia. Una historia de amor y de descubrimiento que abarca casi cinco décadas en la vida de sus protagonistas y del país."
